Customer_ID,Name,Age,Annual_Income,Education_Level,Occupation,City,Customer_Reviews,Purchase_Frequency,Product_Category,Target_Variable
CUST0692,Customer_692,40.0,31155.47,Master,Lawyer,Chicago,Love it! Perfect for my needs. @^,3,Books,Medium
CUST0693,Customer_693,64.0,73208.89,,Teacher,Chicago,"The packaging was damaged, but the product is fine. **",19,Toys,High
CUST0694,Customer_694,36.0,102216.66,Bachelor,Lawyer,Chicago,Love it! Perfect for my needs. !~,7,Toys,High
CUST0695,Customer_695,30.0,112443.4,PhD,Teacher,Phoenix,"Decent quality, but shipping took too long. *!@",8,Books,Medium
CUST0696,Customer_696,38.0,91302.86,Master,Artist,New York,Amazing! Highly recommended. $@,23,Home Appliances,Medium
CUST0697,Customer_697,61.0,,Bachelor,Teacher,Phoenix,"Decent quality, but shipping took too long. ^",24,Toys,Medium
CUST0698,Customer_698,18.0,91339.79,Bachelor,Lawyer,New York,Amazing! Highly recommended. *,29,Clothing,Medium
CUST0699,Customer_699,25.0,60708.3,Bachelor,Teacher,Chicago,"Decent quality, but shipping took too long. ^",23,Books,Low
CUST0700,Customer_700,23.0,115426.85,PhD,Teacher,Chicago,Customer service was very helpful! *,28,,Medium
CUST0701,Customer_701,30.0,,Master,Lawyer,New York,Not what I expected... could be better. ~#,1,Toys,Low
CUST0702,Customer_702,46.0,116536.72,High School,Engineer,Los Angeles,Not what I expected... could be better. $!,29,Toys,High
CUST0703,Customer_703,61.0,37857.82,PhD,Teacher,Phoenix,,7,Home Appliances,Low
CUST0704,Customer_704,20.0,65513.61,PhD,Doctor,Chicago,Worst purchase I've made. Very disappointed! %,20,Books,Medium
CUST0705,Customer_705,37.0,,Bachelor,Scientist,New York,"The packaging was damaged, but the product is fine. !",21,Books,Medium
CUST0706,Customer_706,31.0,47137.07,PhD,Scientist,Chicago,"The packaging was damaged, but the product is fine. #",24,Toys,High
CUST0707,Customer_707,23.0,108080.59,High School,Engineer,Houston,Terrible experience. Never shopping here again! ~~@,18,Toys,High
CUST0708,Customer_708,49.0,74856.77,Master,Scientist,Los Angeles,Amazing! Highly recommended. ^&#,2,,Low
CUST0709,Customer_709,32.0,100007.98,PhD,,Houston,Customer service was very helpful! @*,15,Toys,Medium
CUST0710,Customer_710,45.0,20335.27,Master,,Chicago,Amazing! Highly recommended. !*,22,Books,Low
CUST0711,Customer_711,31.0,47845.09,High School,Doctor,Phoenix,Worst purchase I've made. Very disappointed! @,8,Clothing,High
CUST0712,Customer_712,33.0,42342.95,High School,Teacher,Chicago,Not what I expected... could be better. *,22,Toys,High
CUST0713,Customer_713,45.0,112001.85,High School,,Phoenix,Worst purchase I've made. Very disappointed! &#,17,Toys,Low
CUST0714,Customer_714,36.0,105034.42,,Engineer,Chicago,"It's okay, not the best, but does the job. %#!",26,Home Appliances,Medium
CUST0715,Customer_715,57.0,102441.76,High School,Doctor,Houston,Customer service was very helpful! #^,14,Electronics,Low
CUST0716,Customer_716,21.0,,High School,Lawyer,Los Angeles,Terrible experience. Never shopping here again! ^@*,5,Books,Low
CUST0717,Customer_717,32.0,28478.65,Master,Doctor,Chicago,Amazing! Highly recommended. ~,7,Home Appliances,Medium
CUST0718,Customer_718,36.0,117812.13,Bachelor,Lawyer,Phoenix,"Decent quality, but shipping took too long. ^!!",16,Toys,Medium
CUST0719,Customer_719,44.0,67552.31,PhD,Artist,Chicago,"It's okay, not the best, but does the job. ~%&",12,Home Appliances,High
CUST0720,Customer_720,32.0,67358.08,Master,Lawyer,Houston,Customer service was very helpful! !%,4,,Low
CUST0721,Customer_721,28.0,31598.6,Master,Lawyer,Chicago,,18,Clothing,Medium
CUST0722,Customer_722,29.0,61600.03,PhD,Scientist,Houston,,27,Electronics,High
CUST0723,Customer_723,54.0,35535.32,High School,Teacher,Chicago,Love it! Perfect for my needs. ^,22,Books,Medium
CUST0724,Customer_724,55.0,117451.97,Bachelor,Teacher,Los Angeles,,10,Electronics,High
CUST0725,Customer_725,66.0,49944.21,Bachelor,Artist,Houston,"The packaging was damaged, but the product is fine. $",24,Toys,Medium
CUST0726,Customer_726,31.0,91710.24,PhD,Teacher,Phoenix,Great product! Would definitely buy again. #&$,3,Home Appliances,Medium
CUST0727,Customer_727,40.0,94381.2,Bachelor,Artist,Los Angeles,"The packaging was damaged, but the product is fine. ^!",6,Electronics,Medium
CUST0728,Customer_728,48.0,83451.05,Master,Engineer,Chicago,Customer service was very helpful! @!,17,Clothing,High
CUST0729,Customer_729,46.0,40719.53,Master,Engineer,Los Angeles,Customer service was very helpful! #%,19,Books,Medium
CUST0730,Customer_730,36.0,32082.1,High School,Lawyer,Chicago,Amazing! Highly recommended. &$%,20,Home Appliances,Medium
CUST0731,Customer_731,53.0,,Bachelor,Engineer,Chicago,Great product! Would definitely buy again. %@%,13,Electronics,High
CUST0732,Customer_732,37.0,88630.74,Master,Artist,Phoenix,Amazing! Highly recommended. !@,15,Books,Low
CUST0733,Customer_733,28.0,44350.74,Master,Teacher,New York,"It's okay, not the best, but does the job. ~@%",10,Books,Low
CUST0734,Customer_734,60.0,106531.14,,Engineer,Phoenix,Terrible experience. Never shopping here again! !#,1,Toys,Medium
CUST0735,Customer_735,66.0,29754.19,PhD,Doctor,Houston,"Decent quality, but shipping took too long. #",23,Electronics,Medium
CUST0736,Customer_736,18.0,69689.81,High School,Lawyer,New York,Amazing! Highly recommended. $,8,Toys,Medium
CUST0737,Customer_737,20.0,99288.92,Master,Teacher,Los Angeles,Great product! Would definitely buy again. $~,11,Electronics,Low
CUST0738,Customer_738,34.0,103043.47,Master,Engineer,Chicago,Worst purchase I've made. Very disappointed! &$,6,Home Appliances,Low
CUST0739,Customer_739,42.0,102997.37,High School,Teacher,Phoenix,Terrible experience. Never shopping here again! !%,11,Clothing,Low
CUST0740,Customer_740,53.0,103676.66,High School,Lawyer,Houston,"The packaging was damaged, but the product is fine. $^~",20,Clothing,Low
CUST0741,Customer_741,47.0,80715.9,Bachelor,,Houston,Love it! Perfect for my needs. ~!,13,Clothing,Medium
CUST0742,Customer_742,51.0,39704.46,PhD,Doctor,Los Angeles,Worst purchase I've made. Very disappointed! ~&@,23,Books,Low
CUST0743,Customer_743,35.0,42392.14,Bachelor,Scientist,Los Angeles,Love it! Perfect for my needs. ~,17,Home Appliances,Medium
CUST0744,Customer_744,44.0,114880.16,Bachelor,,Los Angeles,"The packaging was damaged, but the product is fine. &%",10,Books,High
CUST0745,Customer_745,19.0,,Bachelor,Doctor,Los Angeles,"It's okay, not the best, but does the job. ^^$",13,Home Appliances,Medium
CUST0746,Customer_746,41.0,37441.17,High School,Doctor,Chicago,Not what I expected... could be better. *#!,10,Clothing,Medium
CUST0747,Customer_747,67.0,82732.99,PhD,Doctor,New York,Customer service was very helpful! %*,2,Clothing,Medium
CUST0748,Customer_748,66.0,44505.12,Bachelor,Engineer,Phoenix,Great product! Would definitely buy again. ~,8,Home Appliances,High
CUST0749,Customer_749,41.0,89913.05,Bachelor,Artist,New York,Worst purchase I've made. Very disappointed! $~#,10,Home Appliances,High
CUST0750,Customer_750,58.0,43537.25,Master,,Houston,Customer service was very helpful! @@,18,Books,Low
CUST0751,Customer_751,,,Bachelor,Engineer,Phoenix,"Decent quality, but shipping took too long. ~",21,Toys,High
CUST0752,Customer_752,70.0,38534.63,Master,Lawyer,Houston,Worst purchase I've made. Very disappointed! ~,28,Home Appliances,Low
CUST0753,Customer_753,28.0,115513.39,Master,Lawyer,Los Angeles,"It's okay, not the best, but does the job. ~",18,Home Appliances,High
CUST0754,Customer_754,68.0,112975.86,High School,Teacher,Phoenix,"It's okay, not the best, but does the job. !@",22,Books,High
CUST0755,Customer_755,35.0,119746.15,,Artist,New York,"Decent quality, but shipping took too long. *",23,Books,Medium
CUST0756,Customer_756,32.0,78637.37,High School,Scientist,Los Angeles,Customer service was very helpful! @,10,Electronics,Low
CUST0757,Customer_757,26.0,66100.55,Master,Doctor,Los Angeles,Not what I expected... could be better. ^,4,,High
CUST0758,Customer_758,49.0,112185.06,Bachelor,Doctor,Phoenix,"It's okay, not the best, but does the job. *%&",7,Toys,High
CUST0759,Customer_759,51.0,26036.33,PhD,Scientist,New York,Love it! Perfect for my needs. $%,7,Electronics,Medium
CUST0760,Customer_760,32.0,30805.55,Bachelor,Scientist,Chicago,,2,Books,High
CUST0761,Customer_761,50.0,24842.76,High School,Lawyer,Los Angeles,"It's okay, not the best, but does the job. $",21,Clothing,Medium
CUST0762,Customer_762,25.0,49480.74,High School,Teacher,New York,Worst purchase I've made. Very disappointed! *#,4,Toys,High
CUST0763,Customer_763,51.0,114235.12,High School,Artist,Houston,Great product! Would definitely buy again. %,16,Electronics,Medium
CUST0764,Customer_764,40.0,26883.73,Master,,Los Angeles,Not what I expected... could be better. ~#,21,Toys,High
CUST0765,Customer_765,19.0,85021.01,Master,Teacher,Houston,"It's okay, not the best, but does the job. !&",29,,High
CUST0766,Customer_766,29.0,117590.39,PhD,Scientist,Chicago,Love it! Perfect for my needs. @&,5,Home Appliances,Medium
CUST0767,Customer_767,55.0,75039.44,PhD,Scientist,Los Angeles,Love it! Perfect for my needs. #^,28,Home Appliances,Low
CUST0768,Customer_768,50.0,61296.62,PhD,Doctor,Los Angeles,"It's okay, not the best, but does the job. &",9,Toys,Medium
CUST0769,Customer_769,47.0,98490.71,Master,Doctor,Houston,Amazing! Highly recommended. !$,1,Home Appliances,Medium
CUST0770,Customer_770,64.0,74613.55,High School,Lawyer,Chicago,"Decent quality, but shipping took too long. @~",13,Home Appliances,Medium
CUST0771,Customer_771,34.0,33864.22,Bachelor,Doctor,Phoenix,Not what I expected... could be better. %,14,Books,Medium
CUST0772,Customer_772,37.0,24341.72,High School,Scientist,Houston,"The packaging was damaged, but the product is fine. ^",2,Clothing,Medium
CUST0773,Customer_773,34.0,97497.78,PhD,Teacher,Los Angeles,,3,Clothing,Medium
CUST0774,Customer_774,33.0,30024.98,PhD,Lawyer,Los Angeles,"The packaging was damaged, but the product is fine. #%!",9,Clothing,Medium
CUST0775,Customer_775,66.0,86011.33,High School,Lawyer,Chicago,"The packaging was damaged, but the product is fine. ~~^",8,Books,Medium
CUST0776,Customer_776,43.0,80211.84,,Engineer,Chicago,,18,Electronics,Low
CUST0777,Customer_777,60.0,52225.86,High School,Scientist,Los Angeles,Great product! Would definitely buy again. @,29,Home Appliances,Low
CUST0778,Customer_778,25.0,58295.98,PhD,Teacher,New York,Terrible experience. Never shopping here again! *#,8,Electronics,Low
CUST0779,Customer_779,56.0,43065.15,Bachelor,Lawyer,Los Angeles,"Decent quality, but shipping took too long. !@",6,Books,High
CUST0780,Customer_780,64.0,36155.63,High School,Scientist,Los Angeles,"Decent quality, but shipping took too long. !#",26,Clothing,High
CUST0781,Customer_781,65.0,67054.74,Master,Lawyer,Houston,Terrible experience. Never shopping here again! &^^,2,Books,High
CUST0782,Customer_782,28.0,76945.55,PhD,Teacher,Chicago,Great product! Would definitely buy again. #%~,28,Books,Medium
CUST0783,Customer_783,30.0,34519.11,Master,Lawyer,Phoenix,Not what I expected... could be better. #&,18,Books,High
CUST0784,Customer_784,33.0,103206.24,Bachelor,Teacher,New York,"The packaging was damaged, but the product is fine. %",26,Books,Low
CUST0785,Customer_785,56.0,61838.22,Bachelor,,Houston,Not what I expected... could be better. ^,7,Electronics,Medium
CUST0786,Customer_786,45.0,,High School,Teacher,Houston,Terrible experience. Never shopping here again! !!$,29,Home Appliances,High
CUST0787,Customer_787,,106130.12,High School,Doctor,Chicago,Customer service was very helpful! !^,17,Home Appliances,Medium
CUST0788,Customer_788,41.0,93250.97,High School,Engineer,Houston,Customer service was very helpful! ^,2,Clothing,Low
CUST0789,Customer_789,58.0,73125.52,PhD,Artist,Houston,,13,Books,Medium
CUST0790,Customer_790,65.0,,High School,Engineer,Los Angeles,Love it! Perfect for my needs. ^^*,14,Books,Medium
CUST0791,Customer_791,61.0,109200.16,PhD,Teacher,Los Angeles,Love it! Perfect for my needs. &#,25,Books,Medium
CUST0792,Customer_792,61.0,40581.65,PhD,Artist,Los Angeles,Terrible experience. Never shopping here again! ~**,18,Electronics,Medium
CUST0793,Customer_793,26.0,30895.25,Bachelor,Teacher,Los Angeles,"The packaging was damaged, but the product is fine. ^",15,Clothing,Low
CUST0794,Customer_794,23.0,,Bachelor,Doctor,Los Angeles,Terrible experience. Never shopping here again! *&@,11,Home Appliances,Low
CUST0795,Customer_795,69.0,47274.85,,Artist,New York,Love it! Perfect for my needs. @@,18,Clothing,Low
CUST0796,Customer_796,38.0,50066.76,Master,Engineer,Phoenix,,15,Books,Low
CUST0797,Customer_797,22.0,51743.76,High School,Scientist,Los Angeles,Great product! Would definitely buy again. ~#,28,Electronics,Medium
CUST0798,Customer_798,,110352.53,Master,Lawyer,Los Angeles,Amazing! Highly recommended. &,3,Books,Low
CUST0799,Customer_799,49.0,41918.2,Bachelor,Artist,Chicago,Worst purchase I've made. Very disappointed! $*#,20,Toys,Low
CUST0800,Customer_800,21.0,30608.15,Bachelor,Artist,Phoenix,Love it! Perfect for my needs. @^*,26,Home Appliances,Medium
CUST0801,Customer_801,66.0,,PhD,Artist,New York,Customer service was very helpful! ~$,14,Books,High
CUST0802,Customer_802,41.0,68026.22,Master,Lawyer,Houston,Customer service was very helpful! $,2,Toys,Medium
CUST0803,Customer_803,46.0,81992.85,Master,Teacher,Los Angeles,"The packaging was damaged, but the product is fine. ~@",3,Electronics,High
CUST0804,Customer_804,27.0,112231.04,High School,Lawyer,New York,Not what I expected... could be better. @#!,1,Electronics,Medium
CUST0805,Customer_805,52.0,74201.35,Master,Lawyer,Phoenix,Not what I expected... could be better. ^,22,Clothing,High
CUST0806,Customer_806,35.0,80921.99,PhD,Lawyer,New York,Terrible experience. Never shopping here again! &*$,18,Books,High
CUST0807,Customer_807,,116514.04,Master,Artist,Chicago,Amazing! Highly recommended. &$%,9,Books,High
CUST0808,Customer_808,51.0,71153.76,High School,,New York,"The packaging was damaged, but the product is fine. #$",23,Home Appliances,Medium
CUST0809,Customer_809,37.0,83183.46,Bachelor,Teacher,Chicago,Worst purchase I've made. Very disappointed! $*,11,Electronics,Low
CUST0810,Customer_810,36.0,20416.89,High School,Scientist,New York,"It's okay, not the best, but does the job. @%",23,Clothing,Low
CUST0811,Customer_811,25.0,58943.25,Bachelor,Artist,New York,"It's okay, not the best, but does the job. &&",29,Toys,High
CUST0812,Customer_812,19.0,84236.3,PhD,Teacher,Chicago,Amazing! Highly recommended. ^^^,30,Toys,High
CUST0813,Customer_813,,73582.72,Bachelor,Teacher,Phoenix,"The packaging was damaged, but the product is fine. @",28,Home Appliances,Medium
CUST0814,Customer_814,23.0,114959.15,Master,Teacher,Chicago,Love it! Perfect for my needs. @,28,Clothing,Low
CUST0815,Customer_815,49.0,37470.3,Master,Doctor,Houston,Not what I expected... could be better. $@$,14,Toys,Medium
CUST0816,Customer_816,33.0,35367.81,Bachelor,Doctor,Phoenix,Not what I expected... could be better. !~,30,Electronics,Low
CUST0817,Customer_817,55.0,113695.76,High School,Teacher,Houston,"The packaging was damaged, but the product is fine. *!",30,Toys,Medium
CUST0818,Customer_818,30.0,77120.35,PhD,Doctor,Phoenix,"Decent quality, but shipping took too long. **",15,Books,Medium
CUST0819,Customer_819,24.0,22211.28,PhD,Lawyer,New York,"The packaging was damaged, but the product is fine. %&@",14,Books,Low
CUST0820,Customer_820,33.0,51650.74,High School,Teacher,New York,Great product! Would definitely buy again. $#,11,Clothing,High
CUST0821,Customer_821,21.0,109347.2,Master,Doctor,Los Angeles,Customer service was very helpful! %$,30,Electronics,Medium
CUST0822,Customer_822,69.0,77919.26,High School,Doctor,Chicago,Great product! Would definitely buy again. $,15,Clothing,High
CUST0823,Customer_823,39.0,87443.87,Master,Artist,Phoenix,"The packaging was damaged, but the product is fine. @@",25,Home Appliances,Medium
CUST0824,Customer_824,45.0,117159.45,High School,Doctor,New York,Worst purchase I've made. Very disappointed! %%,28,Books,Low
CUST0825,Customer_825,54.0,87227.1,Bachelor,Teacher,New York,Amazing! Highly recommended. #*,23,Books,Low
CUST0826,Customer_826,34.0,39464.99,Bachelor,Teacher,Los Angeles,"It's okay, not the best, but does the job. @&",6,Clothing,High
CUST0827,Customer_827,,104239.6,High School,,New York,Love it! Perfect for my needs. ^%~,16,Books,High
CUST0828,Customer_828,33.0,108121.72,Bachelor,Scientist,Chicago,,25,Clothing,Low
CUST0829,Customer_829,18.0,96557.34,High School,Teacher,New York,Not what I expected... could be better. ^@,8,Electronics,Low
CUST0830,Customer_830,,74582.34,Bachelor,Engineer,Los Angeles,"The packaging was damaged, but the product is fine. %~!",27,Books,Medium
CUST0831,Customer_831,52.0,99233.53,Bachelor,Doctor,Houston,Terrible experience. Never shopping here again! !,14,Books,Medium
CUST0832,Customer_832,47.0,104912.92,Bachelor,Teacher,Chicago,Worst purchase I've made. Very disappointed! &,19,Books,Medium
CUST0833,Customer_833,58.0,39562.34,PhD,Engineer,Phoenix,"The packaging was damaged, but the product is fine. *",24,Electronics,Medium
CUST0834,Customer_834,,56129.57,PhD,Doctor,Phoenix,Amazing! Highly recommended. @,25,Electronics,High
CUST0835,Customer_835,55.0,58026.51,High School,Teacher,Phoenix,Worst purchase I've made. Very disappointed! *,20,Toys,Medium
CUST0836,Customer_836,43.0,30144.51,High School,Engineer,New York,Terrible experience. Never shopping here again! &*,11,Home Appliances,Low
CUST0837,Customer_837,52.0,117676.95,High School,Teacher,Phoenix,Not what I expected... could be better. ^%~,24,Books,Medium
CUST0838,Customer_838,52.0,92483.45,Master,Scientist,Houston,Great product! Would definitely buy again. %,19,Electronics,Low
CUST0839,Customer_839,54.0,25846.88,,Engineer,Chicago,Great product! Would definitely buy again. ~,21,Clothing,High
CUST0840,Customer_840,42.0,89435.99,Master,Lawyer,Los Angeles,Amazing! Highly recommended. ~!@,18,Toys,High
CUST0841,Customer_841,27.0,35479.32,High School,Teacher,New York,Amazing! Highly recommended. !*%,22,Toys,High
CUST0842,Customer_842,24.0,85184.86,Bachelor,Artist,Chicago,Amazing! Highly recommended. @~,27,,Medium
CUST0843,Customer_843,57.0,82751.72,Bachelor,Artist,Los Angeles,Worst purchase I've made. Very disappointed! $@,15,Clothing,Low
CUST0844,Customer_844,53.0,98360.62,Master,Lawyer,Los Angeles,"Decent quality, but shipping took too long. ^^!",2,Toys,Low
CUST0845,Customer_845,50.0,22182.7,Master,Lawyer,Chicago,Amazing! Highly recommended. &#,29,Clothing,Low
CUST0846,Customer_846,32.0,48324.35,Bachelor,Scientist,New York,Customer service was very helpful! %%@,15,Home Appliances,Low
CUST0847,Customer_847,42.0,50784.51,Bachelor,Teacher,Phoenix,Not what I expected... could be better. @~,29,Books,Medium
CUST0848,Customer_848,66.0,46820.67,PhD,Teacher,Chicago,"It's okay, not the best, but does the job. !",4,Clothing,Low
CUST0849,Customer_849,,90442.54,Bachelor,Artist,New York,"Decent quality, but shipping took too long. ~~~",10,Books,Medium
CUST0850,Customer_850,23.0,,High School,Artist,Chicago,Terrible experience. Never shopping here again! !#,10,Books,Low
CUST0851,Customer_851,48.0,109622.94,Bachelor,Engineer,Los Angeles,Great product! Would definitely buy again. $%,16,Home Appliances,High
CUST0852,Customer_852,35.0,110366.77,High School,Engineer,New York,Not what I expected... could be better. !!$,3,Books,Medium
CUST0853,Customer_853,32.0,87430.86,Bachelor,Teacher,Phoenix,"Decent quality, but shipping took too long. %&&",16,Toys,High
CUST0854,Customer_854,45.0,109921.64,High School,Teacher,New York,"It's okay, not the best, but does the job. ~",4,Clothing,Low
CUST0855,Customer_855,35.0,73460.63,,Teacher,Chicago,Amazing! Highly recommended. *~#,15,Home Appliances,Low
CUST0856,Customer_856,54.0,111919.29,Master,Doctor,Los Angeles,Amazing! Highly recommended. !,7,Toys,Medium
CUST0857,Customer_857,49.0,83991.49,PhD,Lawyer,New York,Not what I expected... could be better. &#*,14,Home Appliances,High
CUST0858,Customer_858,62.0,40467.96,Bachelor,Teacher,Los Angeles,Amazing! Highly recommended. #$!,26,Home Appliances,High
CUST0859,Customer_859,,99246.07,PhD,Artist,Phoenix,Customer service was very helpful! %!,22,Books,Medium
CUST0860,Customer_860,19.0,75956.35,High School,Engineer,New York,Amazing! Highly recommended. ^,14,Home Appliances,Low
CUST0861,Customer_861,57.0,21041.4,Master,Scientist,Chicago,"Decent quality, but shipping took too long. %^%",13,Electronics,Low
CUST0862,Customer_862,38.0,43042.83,Master,Lawyer,Chicago,"It's okay, not the best, but does the job. *",9,Toys,Low
CUST0863,Customer_863,48.0,22073.29,Master,Lawyer,New York,Great product! Would definitely buy again. !#~,15,Clothing,Low
CUST0864,Customer_864,19.0,92934.19,Bachelor,Teacher,Houston,Great product! Would definitely buy again. *^@,18,Home Appliances,Medium
CUST0865,Customer_865,,20226.46,Bachelor,Artist,Los Angeles,Love it! Perfect for my needs. #~,27,Electronics,Low
CUST0866,Customer_866,49.0,73854.31,Master,Scientist,Chicago,Amazing! Highly recommended. ~!,8,Books,Medium
CUST0867,Customer_867,55.0,55579.86,Bachelor,Artist,Phoenix,Terrible experience. Never shopping here again! ~#@,3,Books,Medium
CUST0868,Customer_868,62.0,32658.77,High School,Teacher,Chicago,"It's okay, not the best, but does the job. !^",7,Home Appliances,Low
CUST0869,Customer_869,69.0,79225.03,Bachelor,Scientist,New York,Terrible experience. Never shopping here again! ~~,3,Home Appliances,Low
CUST0870,Customer_870,20.0,65905.44,High School,Teacher,Los Angeles,Love it! Perfect for my needs. ^^%,10,Toys,Low
CUST0871,Customer_871,24.0,95997.54,Master,,Chicago,Not what I expected... could be better. !!^,26,Clothing,High
CUST0872,Customer_872,50.0,75534.61,Master,Engineer,New York,Terrible experience. Never shopping here again! *^%,11,Clothing,High
CUST0873,Customer_873,43.0,82528.1,PhD,Lawyer,Phoenix,Customer service was very helpful! &%,29,Home Appliances,Low
CUST0874,Customer_874,20.0,64014.83,Bachelor,Doctor,New York,Great product! Would definitely buy again. *!,28,Books,Medium
CUST0875,Customer_875,67.0,54943.42,PhD,Doctor,Phoenix,Great product! Would definitely buy again. ^*,6,Home Appliances,Low
CUST0876,Customer_876,25.0,104522.8,Master,Artist,Los Angeles,"The packaging was damaged, but the product is fine. %%",10,Toys,Medium
CUST0877,Customer_877,20.0,33141.55,Bachelor,Artist,Phoenix,"It's okay, not the best, but does the job. ^@",27,Books,High
CUST0878,Customer_878,53.0,52090.64,Bachelor,Teacher,Phoenix,"Decent quality, but shipping took too long. ##",28,Electronics,Low
CUST0879,Customer_879,29.0,114886.34,Bachelor,,Houston,Love it! Perfect for my needs. $^,24,Electronics,Low
CUST0880,Customer_880,57.0,94313.92,Master,Teacher,New York,"Decent quality, but shipping took too long. @~%",11,Books,Low
CUST0881,Customer_881,64.0,82491.6,High School,Doctor,Phoenix,Great product! Would definitely buy again. $!,21,Electronics,Low
CUST0882,Customer_882,29.0,61085.4,High School,Artist,Chicago,Terrible experience. Never shopping here again! *,29,Toys,Low
CUST0883,Customer_883,67.0,49429.42,High School,Engineer,New York,Worst purchase I've made. Very disappointed! $^,15,Toys,Low
CUST0884,Customer_884,30.0,114869.13,Master,Lawyer,New York,Amazing! Highly recommended. &^,16,Electronics,Medium
CUST0885,Customer_885,42.0,22734.58,,Engineer,Los Angeles,Amazing! Highly recommended. *$!,23,Electronics,High
CUST0886,Customer_886,45.0,27793.42,Bachelor,Doctor,Phoenix,Worst purchase I've made. Very disappointed! @,20,Electronics,Medium
CUST0887,Customer_887,31.0,26439.8,Bachelor,Artist,New York,Love it! Perfect for my needs. !%$,19,Clothing,Low
CUST0888,Customer_888,19.0,33908.89,High School,Artist,Chicago,Great product! Would definitely buy again. $,9,Books,High
CUST0889,Customer_889,25.0,20555.44,High School,Doctor,Los Angeles,"The packaging was damaged, but the product is fine. @",6,Books,High
CUST0890,Customer_890,69.0,49111.21,PhD,Lawyer,Chicago,Customer service was very helpful! $##,26,Clothing,High
CUST0891,Customer_891,47.0,115541.7,Bachelor,Teacher,Los Angeles,"The packaging was damaged, but the product is fine. !~&",7,Electronics,High
CUST0892,Customer_892,,102564.1,High School,Teacher,Chicago,Worst purchase I've made. Very disappointed! ~!#,3,Toys,Medium
CUST0893,Customer_893,21.0,116284.29,Bachelor,Engineer,New York,Great product! Would definitely buy again. !&,5,Electronics,Low
CUST0894,Customer_894,45.0,90212.4,High School,Teacher,Chicago,"Decent quality, but shipping took too long. %",4,Electronics,Medium
CUST0895,Customer_895,68.0,61411.33,Master,Scientist,Los Angeles,Customer service was very helpful! %,1,Toys,Low
CUST0896,Customer_896,32.0,53352.32,PhD,Lawyer,Chicago,"It's okay, not the best, but does the job. %~~",24,Electronics,Low
CUST0897,Customer_897,23.0,66446.97,Master,Teacher,Los Angeles,Terrible experience. Never shopping here again! $@,23,Home Appliances,High
CUST0898,Customer_898,41.0,92360.45,Master,Engineer,Los Angeles,Customer service was very helpful! %@,14,Toys,Low
CUST0899,Customer_899,58.0,,High School,Scientist,Los Angeles,"Decent quality, but shipping took too long. *$",7,Home Appliances,High
CUST0900,Customer_900,42.0,90126.51,Master,Artist,Chicago,Customer service was very helpful! *%*,28,Clothing,Medium
CUST0901,Customer_901,25.0,108417.09,High School,Engineer,Houston,,11,Books,Medium
CUST0902,Customer_902,34.0,115251.55,PhD,Engineer,Chicago,Worst purchase I've made. Very disappointed! *@#,11,Toys,Medium
CUST0903,Customer_903,53.0,68029.95,Master,Teacher,Chicago,Terrible experience. Never shopping here again! #&,8,Electronics,Medium
CUST0904,Customer_904,63.0,91336.48,,Artist,Phoenix,"It's okay, not the best, but does the job. !&",19,Home Appliances,Low
CUST0905,Customer_905,27.0,75505.98,Master,Engineer,Phoenix,Customer service was very helpful! ^#~,9,Toys,High
CUST0906,Customer_906,43.0,60055.96,Master,Engineer,Houston,"Decent quality, but shipping took too long. *",8,Clothing,Low
CUST0907,Customer_907,39.0,20244.08,Master,Lawyer,Chicago,Customer service was very helpful! ^!*,29,Clothing,Medium
CUST0908,Customer_908,57.0,27367.98,Master,Teacher,Chicago,Amazing! Highly recommended. #,15,Home Appliances,Low
CUST0909,Customer_909,,23612.83,PhD,Lawyer,Phoenix,,1,Home Appliances,Medium
CUST0910,Customer_910,37.0,77543.21,Bachelor,Doctor,Los Angeles,Love it! Perfect for my needs. !&,20,Electronics,Medium
CUST0911,Customer_911,36.0,58825.44,Master,Teacher,Houston,Worst purchase I've made. Very disappointed! @*#,6,Clothing,Medium
CUST0912,Customer_912,22.0,69868.89,High School,Engineer,Phoenix,Terrible experience. Never shopping here again! ^*,4,Clothing,Low
CUST0913,Customer_913,52.0,91583.64,Master,Teacher,Houston,Not what I expected... could be better. @~%,12,Home Appliances,Medium
CUST0914,Customer_914,28.0,28340.63,Master,Engineer,Phoenix,"Decent quality, but shipping took too long. ^@#",19,Home Appliances,High
CUST0915,Customer_915,61.0,40030.7,,Doctor,Houston,"The packaging was damaged, but the product is fine. @",13,Books,High
CUST0916,Customer_916,66.0,,High School,Lawyer,Chicago,Terrible experience. Never shopping here again! !,19,Home Appliances,High
CUST0917,Customer_917,28.0,28055.67,Bachelor,Doctor,Phoenix,Terrible experience. Never shopping here again! $@,8,Electronics,Low
CUST0918,Customer_918,66.0,115603.32,Bachelor,,Houston,Love it! Perfect for my needs. *~*,23,Toys,Medium
CUST0919,Customer_919,19.0,101035.46,Master,Scientist,Houston,Great product! Would definitely buy again. *$@,3,Home Appliances,High
CUST0920,Customer_920,32.0,91094.15,PhD,Teacher,Phoenix,"Decent quality, but shipping took too long. $%",19,Clothing,Medium
CUST0921,Customer_921,51.0,104745.22,Master,Lawyer,Houston,Not what I expected... could be better. ~*,26,Clothing,Low
